Tai viskas.	That is all.
Kuo greičiau grįši tuo laimingesnis bus tavo tėvas.	The sooner you return, the happier your father will be.
Kur arbata su pienu?	Where is the tea with milk?
Kur mano sparnai?	Where are my wings?
Kur tu apsistojęs?	Where are you staying?
Laikykis atokiai nuo tos vietos.	Stay away from that place.
Laikykites atokiai nuo tos vietos.	Stay away from that place.
Laivas dingo už horizonto.	The ship disappeared beyond the horizon.
Man baisiai įkyrėjo Tomas, Merė, Bostonas ir prancūzų kalba.	I'm awfully fed up with Tom, Mary, Boston and French.
Man nepatinka nė vienas iš šių paveikslų.	I don't like any of these paintings.
Mano dėdė man papasakojo istoriją kaip anekdotą.	My uncle told me the story by way of a joke.
Mano mama kiekvieną rytą keliasi anksti.	My mother gets up early every morning.
Man reikia pašto ženklelio.	I need a stamp.
Marika yra suomė, bet ji moka vokiečių kalbą.	Marika is Finnish, but she knows German.
Matei tą mažą pelę?	Did you see that small mouse?
Mėnulis buvo virš horizonto.	The moon was above the horizon.
Mergaitė dėvėjo didžiulę raudoną kepurę.	The girl had a large red hat on.
Mes dažnai valgome žuvį žalią.	We often eat fish raw.
Mes gyvename ne taip kaip norime or taip kaip galime.	We live, not as we wish to, but as we can.
Mes ilgokai vienas su kitu kalbėjome.	We talked to each other for a while.
Mes ilgokai viena su kita kalbėjome.	We talked to each other for a while.
Mes kasdien valgome šviežias žalias salotas.	We eat a fresh, green salad every day.
Mes keliavome drauge.	We traveled together.
Mes keliavome kartu.	We traveled together.
Mes pasakėme kad mes turėtume laimėti.	We said we should win.
Mes valgome pusryčius virtuvėje.	We have breakfast in the kitchen.
Mes valgome žalią žuvį.	We eat fish raw.
Mūsų vizitas buvo labai malonus.	Our visit has been very pleasant.
Nagi, judinkites!	Come on, get a move on!
Nebijokite permainų.	Don't be afraid of change.
Nebijok permainų.	Don't be afraid of change.
Nepalikite manęs!	Don't leave me!
Net mažiausias vaikas žino tokį paprastą dalyką.	The smallest child knows such a simple thing.
Neturiu nė menkiausio supratimo.	I don't have the slightest idea.
Niekas manęs nemyli, niekas manęs nemylėjo, nes aš negraži.	Nobody likes me. I have never been liked by anybody, because I am not beautiful.
Noriu būti beisbolo žaidėju.	I want to be a baseball player.
Noriu kavos su pienu.	I want coffee with milk.
Noriu susidraugauti su Nense.	I want to make friends with Nancy.
Nusipirkau šį kostiumą kaip tik šiai progai.	I bought this suit just for this occasion.
Oho, šios spurgos yra skanios!	Wow, these are tasty doughnuts!
Oho! Tai pigu!	Wow! That's cheap!
Ona mėgsta šokoladą labiau už viską.	Ann loves chocolate more than anything.
Paminėjo tavo vardą.	Your name was mentioned.
Panelė Jang yra labai maloni.	Miss Young is very kind.
Papasakosiu tau apie Japoniją.	I will tell you about Japan.
Paskutinį dešimtmetį mes patyrėme daug permainų.	We have experienced many changes over the last decade.
Pažinojau Džimą nuo vaikystės.	I've known Jim since my childhood.
Pažvelk į tuos juodus debesis.	Look at those black clouds.
Per klaidą paėmiau tavo skėtį.	I took your umbrella by mistake.
Policininkas iššovė į orą.	The policeman shot into the air.
Policininkas pareikalavo jų vardų ir adresų.	The policeman demanded their names and addresses.
Po suolu yra katė.	There is a cat under the desk.
Pusryčiams mes valgėme sumuštinius.	We ate sandwiches for breakfast.
Saldainiai nėra tikras maistas.	Candies are not real food.
Saulė dingo už debesies.	The sun disappeared behind a cloud.
Saulė leidžiasi už horizonto.	The sun is setting below the horizon.
Saulė nusileido už horizonto ir pasidarė tamsu.	The sun sank below the horizon and it got dark.
Sekmadieniais aš lankau bažnyčią.	I go to the church on Sundays.
Šiandien jis perskaitė labai ilga knygą.	He read a really long book today.
Šiandienos susirinkimas buvo atšauktas.	Today's meeting has been canceled.
Šiandienos susitikimas buvo atšauktas.	Today's meeting has been canceled.
Ši arbata yra per saldi.	This tea is too sweet.
Ši maža mergaitė gyvena Brazilijoje.	This little girl lives in Brazil.
Šis obuolys yra saldus.	This apple is sweet.
Šiuo metu Tomas yra bedarbis.	Tom is currently unemployed.
Skaitymas yra mano aistra.	Reading is my passion.
Smegenys tėra komplikuota mašina.	The brain is just a complicated machine.
Sveiki atvykę į Japoniją.	Welcome to Japan.
Švento Petro aikštė buvo pilna žmonių.	Saint Peter's Square was crowded.
Šviesos degė visą naktį.	The lights have been burning all night.
Tai gali skambėti keista, bet tai ką ji pasakė yra tiesa.	It may sound strange, but what she said is true.
Tai nereiškia, kad pavojus praejo.	This doesn't mean the danger has passed.
Tai yra patogi kėdė.	This is a comfortable chair.
Tai yra pirmas kartas kai aš pakviečiau Merę.	This is the first time I've invited Mary.
Ta ruda kepurė yra sena.	The brown hat is old.
Tas obuolys buvo tikrai skanus.	That apple was really tasty.
Tavo laikrodis vėluoja dešimčia minučių.	Your watch is ten minutes slow.
Tavo rašiklis yra geresnis už mano.	Your pen is better than mine.
Tavo vardą paminėjo.	Your name was mentioned.
Tomas atrodo ligotas.	Tom looks ill.
Tomas atsikėlė septintą valandą.	Tom got up at 7:00.
Tomas buvo grubus.	Tom was harsh.
Tomas jautėsi pažemintas.	Tom felt humiliated.
Tomas mane atpažino.	Tom recognized me.
Tomas manė, kad Merės suknelė nebuvo tinkama progai.	Tom thought Mary's dress wasn't appropriate for the occasion.
Tomas nebuvo areštuotas.	Tom wasn't arrested.
Tomas negalėjo liautis galvojęs apie Merę.	Tom couldn't stop thinking about Mary.
Tomas nesitikėjo jokios pagalbos nuo Merės.	Tom didn't expect any help from Mary.
Tomas norėjo pasamdyti detektyvą.	Tom wanted to hire a detective.
Tomas sutiko palydėti Merę namo.	Tom has agreed to walk Mary home.
Tomas tuoj pat atpažino Merę.	Tom recognized Mary immediately.
Tomas turėjo apsaugoti Merę.	Tom should've protected Mary.
Tomas veda Merę iš kelio.	Tom is leading Mary astray.
Tomas visada jaučiasi laimingas, matydamas Merę.	Tom always feels happy when he sees Mary.
Tomas yra turbūt truputį vyresnis už Merę.	Tom is probably a bit older than Mary.
Tu nešiojiesi jos nuotrauką ir sakai, kad nemyli jos?	You keep her picture and you tell me you don't love her?
Tu per daug naivi.	You're too naive.
Turėtum žinoti, kad esu įsimylėjęs Merę.	You should know that I'm in love with Mary.
Velniop su tavo problemomis.	To hell with your problems.
Vėžliai neturi dantų.	Turtles don't have teeth.
Viliuosi kad galėsiu vairuoti tavo automobilį be jokių problemų.	I hope I can drive your car without any troubles.
Visi obuoliai yra ten.	All the apples are there.
Visi turi išmokti žodžius mintinai.	Everyone has to learn the words by heart.
Vos baigęs valgyti, jis vėl eme vaikščioti.	As soon as he finished eating, he began to walk again.
Žinojau, kad jums patiks Bostonas.	I knew you'd like Boston.
Žinojau, kad tau patiks Bostonas.	I knew you'd like Boston.
Ar galite jį iškeisti su kitu?	Could you exchange it with another one?
Ar galiu šitą iškeisti į salotas?	May I change this for a salad?
Ar nuveši mane namo?	Will you drive me home?
Ar pasidarei kažką savo plaukams?	Did you do something new with your hair?
Ar skruzdėlės turi ausis?	Do ants have ears?
Ar tu eini į mokyklą šeštadieniais?	Do you go to school on Saturday?
Ar tu jaunesnė už jį?	Are you younger than him?
Ar tu norėtum pavalgyti keptų bulvių?	Would you like to eat some fried potatoes?
Aš abejoju kad esu gera rašytoja.	I doubt that I'm a good writer.
Aš bijau vorų.	I'm afraid of spiders.
Aš buvau nuėjęs į banką.	I've been to the bank.
Aš dainavau dainą.	I sang a song.
Aš esu meksikietis.	I'm Mexican.
Aš esu žurnalistė.	I'm a journalist.
Aš negaliu mokytis niekur savo namuose. Per triukšminga.	I can't study anywhere in my house. It's too noisy.
Aš negaliu nupiešti paukščio.	I can't draw a bird.
Aš negaliu pakęsti vorų.	I abhor spiders.
Aš negaliu pateisinti to ką padariau.	I can't excuse what I did.
Aš nesuprantu šio romano siužeto.	I don't understand this novel's plot.
Aš nė truputį nealkanas.	I'm not even a little hungry.
Aš niekada nebandžiau vairuoti automobilio.	I've never tried driving a car.
Aš niekur neskubu.	I'm in no hurry.
Aš noriu būti žurnalistė.	I want to be a journalist.
Aš noriu nusipirkti šią knygą ne todėl kad ji yra pigi, bet todėl kad ji yra naudinga.	I want to buy this book not because it is cheap, but because it is useful.
Aš palauksiu kol tu pabaigsi savo namų darbus.	I will wait until you have finished your homework.
Aš paleidau lyną.	I let go of the rope.
Aš pamiršau parašyti savo tėvamas.	I forgot to write to my parents.
Aš paprašiau Tomo padainuoti mano mėgstamą dainą.	I asked Tom to sing my favorite song.
Aš pasaugosiu pinigus kitam kartui.	I'll save the money for the next time.
Aš pasislėpiau už medžio.	I hid behind the tree.
Aš pasistengsiu netrukdyti tau mokytis.	I'll do my best not to disturb your studying.
Aš paspaudžiau ranką Tomui.	I squeezed Tom's hand.
Aš radau porą pirštinių po kėde.	I found a pair of gloves under the chair.
Aš supratau iš jo akcento kad jis buvo Amerikietis.	I understood from his accent that he was an American.
Aš tuo metu buvau tik septynerių metų mergaitė.	I was only a seven-year-old girl at that time.
Atsigerk alaus.	Have a beer.
Atsisėsk ant suolo.	Sit down on the bench.
Auksas yra daug sunkesnis nei vanduo.	Gold is far heavier than water.
Autobusas atvažiuos į stotį po penkiolikos minučių.	The bus will arrive at the station in fifteen minutes.
Dauguma amerikiečių mėgsta mėsainius.	Most Americans like hamburgers.
Dirbsi iki dešimtos valandos?	Are you going to work until 10:00?
Dirbu ambasadoje.	I work at the embassy.
Eik atsigerk vandens.	Go get a drink of water.
Esu pripratęs sėdėti iki vėlumos.	I'm used to staying up late.
Gal galėtumei man duoti savo mobiliojo telefono numerį?	Could you please give me your cellphone number?
Hm, tai gera mintis. Nueikime ten.	Hm, that's a good idea. Let's go there.
Išsilavinimas yra labai svarbus.	Education is very important.
Jeigu turėtume sparnus, ar galėtume nuskristi į mėnulį?	If we had wings, could we fly to the moon?
Jei jūs nenorite kad aš čia pasilikčiau, aš išeisiu.	If you don't want me to stay here, I'll leave.
Jei persigalvosi, pranešk mums.	If you change your mind, let us know.
Jei tu nenori kad aš čia pasilikčiau, aš išeisiu.	If you don't want me to stay here, I'll leave.
Jie apkaltino mane paėmus pinigus.	They accused me of taking the money.
Jie daugiau nieko nedaro tik skundžiasi.	They do nothing but complain.
Jie neįtikėtini.	They're unbelievable.
Jie ramiai stovėjo ir klausėsi kalbų.	They stood calmly and listened to speeches.
Ji išpylė taurę raudono vyno ant mano naujos suknelės.	She spilled a glass of red wine on my new dress.
Ji klausėsi manęs kantriai ir labai atidžiai.	She listened to me patiently and very carefully.
Ji mums davė naudingos informacijos.	She gave us some useful information.
Ji neprisimena kiek lėkščių mes turime atsinešti.	She doesn't remember how many plates we have to bring.
Jis daug mokosi, kad išlaikytų egzaminą.	He is working hard to pass the examination.
Jis dingo be pėdsako.	He's disappeared without a trace.
Jis man papasakojo įdomią istoriją.	He told me an interesting story.
Jis mėgsta daržoves, ypač kopūstus.	He is fond of vegetables, and cabbages in particular.
Jis nekenčia vorų.	He hates spiders.
Jis nuolatos skundžiasi.	He's always complaining.
Jis pabandė miegoti and grindų.	He tried to sleep on the floor.
Jis pabandė nusižudyti.	He tried to kill himself.
Jis pabandė nusižudyti todėl kad jis prarado jos meilę.	He tried to kill himself because he lost her love.
Jis pasikvietė mane papietauti.	He invited me to lunch.
Jis pasisiūlė padėti man.	He offered to help me.
Jis pažiūrėjo žemyn į savo purvinus batus.	Tony looked down at his dirty old shoes.
Jis sunkiai mokėsi tam, kad išlaikytų egzaminą.	He studied hard so as to pass the examination.
Jis susitinka su savo mergina šeštadieniais.	He meets his girlfriend on Saturdays.
Ji sudraskė laišką.	She tore up the letter.
Jis valgė vaisius ir daržoves.	He ate fruit and vegetables.
Jis yra dainininkas.	He is a singer.
Ji tęsė savo kalbą.	She continued her talk.
Ji yra apsėsta velniu.	She is possessed by a devil.
Jo mirtis visus nuliūdino.	His death made everyone sad.
Kada atsidarys ta nauja mokykla?	When will that new school open?
Kaip gali būti toks beširdis?	How can you be so heartless?
Kaip tu atidarei tą dėžę?	How did you open the box?
Ką jūs darytumėte, jei būtumėte jo vietoje?	What would you do in his position?
Kas pasirūpins šunimi, kol mes būsime išvykę?	Who will take care of the dog while we are away?
Kas tas asmuo sėdintis kitame stalo gale?	Who's the person sitting at the other end of the table?
Katė ant kėdės ar po kėde?	Is the cat on the chair or under the chair?
Ką tu padarei su mano kelnėmis?	What did you do with my pants?
Kažkas paliko krepšį ant suolo.	Someone has left a bag on the bench.
Kelintą valandą pabudai?	What time did you wake up?
Kiekvienas norėtų tikėti, kad svajonės gali išsipildyti.	Everyone would like to believe that dreams can come true.
Kitąmet mes važiuosime prie jūros.	Next year I'll go to the sea.
Kodėl jis manęs neklausys?	Why won't he listen to me?
Kodėl neatėjai anksčiau?	Why didn't you come earlier?
Kodėl nenori apsikirpti?	Why don't you get a haircut?
Kokius pratimus tu atlieki?	What kinds of exercises do you do?
Kopūstus galima valgyti žalius.	Cabbage can be eaten raw.
Kuo vyresnė aš tampu, tuo sunkesnis gyvenimas tampa.	The older I get, the more difficult life becomes.
Kuo vyresnis aš tampu, tuo sunkesnis gyvenimas tampa.	The older I get, the more difficult life becomes.
Kuris yra sunkesnis?	Which is the heavier of the two?
Laikraščiai nepranešė šios naujienos.	Newspapers did not report that news.
Liga sutrukdė jai vykti į kelionę.	Illness prevented her from taking a trip.
Man nesinori dirbti; gal vietoj to nueikime į kiną?	I don't feel like working; what about going to a cinema instead?
Mano draugas pavadino mane bailiu.	My friend called me a coward.
Mano marškiniai yra raudoni ir mano batai yra tamsiai mėlyni.	My shirt is red and my shoes are dark blue.
Mano stiklinė tuščia.	My glass is empty.
Mano svajonė lieka svajone.	My dream is still just a dream.
